Latitude,Longitude,Description,Label,Placemark number
55.770011,37.833491,"<div>2020-01-29: 6239000 | Не продано</div><p>г.москва,саянскаяул.,д.11,кор.2,2ком., пл. 44.7, кв. 182</p>","Не продано, 2020, 1",2
55.769575,37.831641,"<div>2017-02-17: 5508000 | 5508000</div><p>г.москва,саянскаяул.,д.7,кор.2,2ком., пл. 47.5, кв. 400</p>","5.508.000, 2017, 1",2
55.685046,37.600046,"<div>2017-10-11: 4818000 | 5540700</div><p>г.москва,севастопольскийпр-т,д.14,кор.1,2ком., пл. 33.6, кв. 13</p>","5.540.700, 2017, 1",2
55.667203,37.583688,"<div>2018-01-24: 4429000 | 4429000</div><div>2017-10-25: 5075000 | Не продано</div><div>2017-08-23: 5075000 | Не продано</div><div>2017-06-07: 5183000 | Не продано</div><div>2017-04-20: 5183000 | Не продано</div><p>г.москва,севастопольскийпр-т,д.51,кор.2,1ком., пл. 33.0, кв. 74</p>","4.429.000, 2018, 5",1
55.847609,37.642617,"<div>2019-03-27: 5801000 | 6729160</div><p>г.москва,серебряковапр-д,д.3.1ком., пл. 33.2, кв. 141</p>","6.729.160, 2019, 1",1
55.712071,37.613171,"<div>2019-02-20: 6062000 | 6971300</div><p>г.москва,серпуховскийвалул.,д.18/28,1ком., пл. 29.0, кв. 48</p>","6.971.300, 2019, 1",1
55.65144,37.603289,"<div>2019-03-27: 6601000 | 6601000</div><p>г.москва,симферопольскийбульвар,д.16,кор.3,1ком., пл. 35.2, кв. 29</p>","6.601.000, 2019, 1",1
55.64632,37.602166,"<div>2019-02-20: 8173000 | 8173000</div><p>г.москва,симферопольскийбульвар,д.24,кор.4,1ком., пл. 42.2, кв. 195</p>","8.173.000, 2019, 1",1
55.803469,37.806506,"<div>2017-05-17: 3722000 | 4243080</div><p>г.москва,сиреневыйб-р,д.39,1ком., пл. 32.4, кв. 26</p>","4.243.080, 2017, 1",1
55.779089,37.571588,"<div>2018-05-23: 8524000 | 10058320</div><p>г.москва,скаковаяул.,д.13,кор.1,2ком., пл. 50.9, кв. 71</p>","10.058.320, 2018, 1",2
55.709728,37.399354,"<div>2018-06-20: 4257000 | 4554990</div><p>г.москва,сколковскоеш.,д.14,1ком., пл. 35.1, кв. 29</p>","4.554.990, 2018, 1",1
55.872556,37.468964,"<div>2017-11-08: 4896000 | Не продано</div><div>2017-09-13: 4896000 | Не продано</div><p>г.москва,смольнаяул.,д.71,2ком., пл. 36.9, кв. 38</p>","Не продано, 2017, 2",2
55.679986,37.76795,"<div>2019-10-30: 5972000 | 6628920</div><p>г.москва,совхознаяул.,д.18,кор.3,2ком., пл. 38.1, кв. 26</p>","6.628.920, 2019, 1",2
55.861524,37.519782,"<div>2017-11-08: 5025000 | Не продано</div><div>2017-09-13: 5025000 | Не продано</div><p>г.москва,солнечногорскаяул.,д.17,2ком., пл. 42.3, кв. 73</p>","Не продано, 2017, 2",2
55.650333,37.408292,"<div>2017-08-09: 3017000 | 4585840</div><p>г.москва,солнцевскийпр-т,д.26,кор.1,1ком., пл. 35.1, кв. 84</p>","4.585.840, 2017, 1",1
55.749116,37.806201,"<div>2017-07-12: 5928000 | 5928000</div><div>2017-05-17: 5928000 | Не продано</div><div>2017-02-17: 6504000 | Не продано</div><p>г.москва,союзныйпр-т,д.6,кор.4,2ком., пл. 46.8, кв. 31</p>","5.928.000, 2017, 3",2
55.750221,37.812893,"<div>2018-07-04: 5077000 | 5127770</div><p>г.москва,союзныйпросп.,д.15,кор.1,1ком., пл. 34.9, кв. 49</p>","5.127.770, 2018, 1",1
55.681372,37.753272,"<div>2017-08-09: 5124000 | 5124000</div><div>2017-06-21: 5124000 | Не продано</div><p>г.москва,ставропольскаяул.,д.19,2ком., пл. 39.3, кв. 94</p>","5.124.000, 2017, 2",2
55.681037,37.757566,"<div>2017-07-12: 4193000 | 4780020</div><p>г.москва,ставропольскаяул.,д.32,1ком., пл. 34.8, кв. 242</p>","4.780.020, 2017, 1",1
55.739732,37.827212,"<div>2019-03-27: 4225000 | 4732000</div><p>г.москва,старыйгайул.,д.10,1ком., пл. 33.0, кв. 73</p>","4.732.000, 2019, 1",1
55.687634,37.692106,"<div>2018-11-14: 5879000 | 6349320</div><div>2018-08-22: 6115000 | Не продано</div><div>2018-06-20: 6115000 | Не продано</div><p>г.москва,судостроительнаяул.,д.51,2ком., пл. 38.4, кв. 107</p>","6.349.320, 2018, 3",2
55.624916,37.606604,"<div>2017-11-08: 5383000 | 6082790</div><p>г.москва,сумскаяул.,д.6,кор.2,2ком., пл. 43.6, кв. 129</p>","6.082.790, 2017, 1",2
55.625836,37.604241,"<div>2017-11-08: 6635000 | 7497550</div><p>г.москва,сумскаяул.,д.6,кор.4,3ком., пл. 55.5, кв. 237</p>","7.497.550, 2017, 1",3
55.633653,37.609182,"<div>2018-12-26: 6281000 | 6783480</div><p>г.москва,сумскойпр.,д.5,кор.1,2ком., пл. 43.8, кв. 122</p>","6.783.480, 2018, 1",2
55.793156,37.622774,"<div>2017-07-12: 5192000 | 5347760</div><p>г.москва,сущевскийвалул.,д.67,1ком., пл. 30.1, кв. 69</p>","5.347.760, 2017, 1",1
55.793156,37.622774,"<div>2017-05-17: 5192000 | Не продано</div><p>г.москва,сущевскийвалул.,д.67,1ком., пл. 30.5, кв. 69</p>","Не продано, 2017, 1",1
55.793009,37.601403,"<div>2018-06-20: 7531000 | 7531000</div><div>2018-03-14: 8511000 | Не продано</div><div>2017-12-20: 8511000 | Не продано</div><p>г.москва,сущёвскийвалул.,д.23,3ком., пл. 56.1, кв. 49</p>","7.531.000, 2018, 3",3
55.739808,37.667528,"<div>2017-04-07: 7192000 | 7192000</div><p>г.москва,таганскаяул.,д.29,1ком., пл. 34.9, кв. 26</p>","7.192.000, 2017, 1",1
55.883954,37.68703,"<div>2018-01-24: 3867000 | 4640400</div><div>2017-10-25: 4588000 | Не продано</div><div>2017-08-23: 4588000 | Не продано</div><div>2017-06-07: 5154000 | Не продано</div><div>2017-04-20: 5154000 | Не продано</div><p>г.москва,тайнинскаяул.,д.24,1ком., пл. 35.7, кв. 46</p>","4.640.400, 2018, 5",1
55.88308,37.689536,"<div>2020-02-26: 5008000 | Аукцион</div><p>г.москва,тайнинскаяул.,д.26,1ком., пл. 32.4, кв. 46</p>","Аукцион, 2020, 1",1
55.799674,37.398913,"<div>2019-01-23: 6836000 | 6836000</div><div>2018-11-14: 6836000 | Не продано</div><p>г.москва,таллинскаяул.,д.11,кор.1,1ком., пл. 38.9, кв. 195</p>","6.836.000, 2019, 2",1
55.605226,37.530813,"<div>2018-07-25: 5973000 | 6152190</div><p>г.москва,тарусскаяул.,д.14,кор.1,1ком., пл. 38.8, кв. 69</p>","6.152.190, 2018, 1",1
55.705473,37.813737,"<div>2017-10-25: 6579000 | 6579000</div><div>2017-08-23: 6579000 | Не продано</div><p>г.москва,ташкентскаяул.,д.14,кор.5,3ком., пл. 54.9, кв. 27</p>","6.579.000, 2017, 2",3
55.704971,37.823844,"<div>2018-08-22: 5112000 | 5112000</div><div>2018-06-20: 5112000 | Не продано</div><p>г.москва,ташкентскийпер.,д.9,кор.1,2ком., пл. 42.9, кв. 89</p>","5.112.000, 2018, 2",2
55.790216,37.631092,"<div>2017-03-03: 6261000 | Не продано</div><p>г.москва,трифоновскаяул.,д.57,1ком., пл. 30.3, кв. 5</p>","Не продано, 2017, 1",1
55.791283,37.630535,"<div>2017-08-09: 5276000 | 5698080</div><div>2017-06-07: 6261000 | Не продано</div><div>2017-04-20: 6261000 | Не продано</div><p>г.москва,трифоновскаяул.,д.57,кор.1,1ком., пл. 30.3, кв. 5</p>","5.698.080, 2017, 3",1
55.791283,37.630535,"<div>2019-12-30: 7423000 | 7719920</div><div>2019-08-28: 7744000 | Не продано</div><p>г.москва,трифоновскаяул.,д.57,кор.1,1ком., пл. 31.1, кв. 10</p>","7.719.920, 2019, 2",1
55.70217,37.664662,"<div>2019-09-25: 7555000 | 8914900</div><p>г.москва,трофимоваул.,д.8а,2ком., пл. 45.1, кв. 39</p>","8.914.900, 2019, 1",2
55.853723,37.425944,"<div>2017-10-11: 4911000 | 5352990</div><div>2017-07-26: 6102000 | Не продано</div><div>2017-05-31: 6102000 | Не продано</div><div>2017-04-07: 6102000 | Не продано</div><div>2017-01-21: 6048000 | Не продано</div><p>г.москва,туристскаяул.,д.14,кор.4,2ком., пл. 44.1, кв. 126</p>","5.352.990, 2017, 5",2
55.854896,37.42562,"<div>2018-12-26: 6343000 | 7104160</div><p>г.москва,туристскаяул.,д.16,кор.4,1ком., пл. 36.6, кв. 205</p>","7.104.160, 2018, 1",1
55.852864,37.418712,"<div>2017-11-08: 5167000 | Не продано</div><p>г.москва,туристскаяул.,д.19,кор.3,2ком., пл. 44.1, кв. 831</p>","Не продано, 2017, 1",2
55.782339,37.475989,"<div>2018-04-04: 5281000 | 5545050</div><p>г.москва,тухачевскогомаршалаул.,д.25,кор.2,1ком., пл. 34.8, кв. 21</p>","5.545.050, 2018, 1",1
55.621297,37.493802,"<div>2018-11-14: 5457000 | 6002700</div><p>г.москва,тёплыйстанул.,д.9,кор.7,1ком., пл. 35.1, кв. 61</p>","6.002.700, 2018, 1",1
55.747642,37.564985,"<div>2017-08-09: 7092000 | 9361440</div><p>г.москва,украинскийб-р,д.6,1ком., пл. 35.7, кв. 238</p>","9.361.440, 2017, 1",1
55.714267,37.517761,"<div>2019-10-30: 10490000 | 11539000</div><p>г.москва,университетскийпросп.,д.23,кор.3,2ком., пл. 48.0, кв. 104</p>","11.539.000, 2019, 1",2
55.852874,37.66212,"<div>2017-11-08: 4658000 | 5170380</div><p>г.москва,уржумскаяул.,д.3,кор.2,1ком., пл. 34.7, кв. 155</p>","5.170.380, 2017, 1",1
55.825603,37.81239,"<div>2017-05-17: 1390000 | 1390000</div><div>2017-02-17: 1474000 | Не продано</div><p>г.москва,уссурийскаяул.,д.5,кор.2,2ком., пл. 38.5, кв. 76,1/2доля</p>","1.390.000, 2017, 2",2
55.707456,37.784147,"<div>2018-03-14: 3795000 | 4516050</div><p>г.москва,федораполетаеваул.,д.30,1ком., пл. 33.0, кв. 141</p>","4.516.050, 2018, 1",1
55.8592,37.494449,"<div>2019-02-20: 5640000 | 6204000</div><p>г.москва,фестивальнаяул.,д.12,1ком., пл. 35.8, кв. 66</p>","6.204.000, 2019, 1",1
55.858746,37.482843,"<div>2020-01-29: 10323000 | 11252070</div><p>г.москва,фестивальнаяул.,д.41,кор.2,2ком., пл. 51.2, кв. 76</p>","11.252.070, 2020, 1",2
55.766238,37.490506,"<div>2017-03-03: 5772000 | Не продано</div><p>г.москва,филевскийб-р,д.8,1ком., пл. 39.0, кв. 62</p>","Не продано, 2017, 1",1
55.766238,37.490506,"<div>2017-06-07: 5772000 | 5772000</div><div>2017-04-20: 5772000 | Не продано</div><p>г.москва,филевскийб-р,д.8,кор.1,1ком., пл. 39.0, кв. 62</p>","5.772.000, 2017, 2",1
55.849559,37.487299,"<div>2019-02-20: 6405000 | 6789300</div><p>г.москва,флотскаяул.,д.28,кор.2,1ком., пл. 35.7, кв. 153</p>","6.789.300, 2019, 1",1
55.659297,37.616548,"<div>2018-03-14: 5144000 | 5658400</div><p>г.москва,фруктоваяул.,д.3,кор.а,1ком., пл. 34.4, кв. 119</p>","5.658.400, 2018, 1",1
55.763493,37.647432,"<div>2018-06-20: 8610000 | 8610000</div><div>2018-03-14: 8610000 | Не продано</div><p>г.москва,фурманныйпер.,д.1/5,1ком., пл. 34.1, кв. 26</p>","8.610.000, 2018, 2",1
55.825093,37.825416,"<div>2020-01-29: 6288000 | Не продано</div><div>2019-09-25: 6465000 | Не продано</div><div>2019-07-24: 6465000 | Не продано</div><p>г.москва,хабаровскаяул.,д.20,2ком., пл. 46.8, кв. 130</p>","Не продано, 2020, 3",2
55.588618,37.642231,"<div>2017-04-07: 3560000 | 3560000</div><p>г.москва,харьковскаяул.,д.8,кор.1,1ком., пл. 32.4, кв. 345</p>","3.560.000, 2017, 1",1
55.858225,37.592896,"<div>2018-03-14: 4856000 | 4856000</div><div>2017-12-20: 4856000 | Не продано</div><p>г.москва,хачатурянаул.,д.7,1ком., пл. 38.0, кв. 194</p>","4.856.000, 2018, 2",1
55.717898,37.807782,"<div>2018-07-04: 6617000 | 7080190</div><div>2018-04-04: 6699000 | Не продано</div><div>2018-01-24: 6699000 | Не продано</div><div>2017-10-25: 8627000 | Не продано</div><div>2017-08-23: 8627000 | Не продано</div><div>2017-06-07: 10350000 | Не продано</div><div>2017-04-20: 10350000 | Не продано</div><p>г.москва,хлобыстоваул.,д.16,кор.1,3ком., пл. 64.8, кв. 47</p>","7.080.190, 2018, 7",3
55.779423,37.520231,"<div>2019-08-28: 7901000 | 9165160</div><p>г.москва,хорошёвскоеш.,д.82,кор.2,2ком., пл. 42.2, кв. 36</p>","9.165.160, 2019, 1",2
55.80145,37.5327,"<div>2018-06-20: 9089000 | 9997900</div><p>г.москва,черняховскогоул.,д.2,1ком., пл. 44.0, кв. 48</p>","9.997.900, 2018, 1",1
55.602708,37.594629,"<div>2019-02-20: 4950000 | 5247000</div><p>г.москва,чертановскаяул.,д.51,кор.4,1ком., пл. 35.0, кв. 94</p>","5.247.000, 2019, 1",1
55.734785,37.696795,"<div>2017-04-20: 2103000 | 2103000</div><p>г.москва,чесменскаяул.,д.5,4ком., пл. 97.9, кв. 3,комната№1жилойплощадью14,8</p>","2.103.000, 2017, 1",4
55.697275,37.7449,"<div>2017-10-25: 6329000 | 6835320</div><div>2017-08-09: 7750000 | Не продано</div><div>2017-06-21: 7750000 | Не продано</div><p>г.москва,чистоваул.,д.15/15,2ком., пл. 52.3, кв. 129</p>","6.835.320, 2017, 3",2
55.693668,37.803425,"<div>2017-11-29: 3693000 | 4320810</div><p>г.москва,чугунныеворотаул.,д.17,2ком., пл. 34.4, кв. 92</p>","4.320.810, 2017, 1",2
55.693668,37.803425,"<div>2017-09-13: 4266000 | Не продано</div><div>2017-07-26: 4266000 | Не продано</div><div>2017-05-31: 4266000 | Не продано</div><p>г.москва,чугунныеворотаул.,д.17,2ком., пл. 35.0, кв. 92</p>","Не продано, 2017, 3",2
55.811892,37.813702,"<div>2019-11-27: 8373000 | Не продано</div><div>2019-09-25: 8373000 | Не продано</div><p>г.москва,чусовскаяул.,д.2,3ком., пл. 64.2, кв. 211</p>","Не продано, 2019, 2",3
55.694632,37.582745,"<div>2018-04-04: 4140000 | 5796000</div><p>г.москва,шверникаул.,д.5,кор.2,1ком., пл. 29.8, кв. 55</p>","5.796.000, 2018, 1",1
55.694632,37.582745,"<div>2020-02-26: 9322000 | Аукцион</div><p>г.москва,шверникаул.,д.5,кор.2,2ком., пл. 45.5, кв. 96</p>","Аукцион, 2020, 1",2
55.69382,37.586967,"<div>2019-10-30: 6924000 | 7685640</div><p>г.москва,шверникаул.,д.9,кор.5,2ком., пл. 38.7, кв. 19</p>","7.685.640, 2019, 1",2
55.807076,37.532205,"<div>2017-01-21: 4836000 | 5803200</div><p>г.москва,шебашёвскийпр.,д.8,кор.1,1ком., пл. 31.6, кв. 47</p>","5.803.200, 2017, 1",1
55.894036,37.591324,"<div>2018-10-10: 6581000 | 6778430</div><div>2018-07-25: 6581000 | Не продано</div><p>г.москва,шенкурскийпр-д,д.8,2ком., пл. 46.0, кв. 310</p>","6.778.430, 2018, 2",2
55.62235,37.737614,"<div>2019-09-25: 5042000 | 5596620</div><p>г.москва,шипиловскаяул.,д.41,кор.1,1ком., пл. 32.1, кв. 54</p>","5.596.620, 2019, 1",1
55.601442,37.71053,"<div>2017-05-17: 3944000 | 4180640</div><div>2017-02-17: 4235000 | Не продано</div><p>г.москва,шипиловскийпр.,д.63,кор.1,1ком., пл. 32.6, кв. 94</p>","4.180.640, 2017, 2",1
55.601442,37.71053,"<div>2017-05-17: 4738000 | 5353940</div><div>2017-02-17: 5493000 | Не продано</div><p>г.москва,шипиловскийпр.,д.63,кор.1,2ком., пл. 44.2, кв. 11</p>","5.353.940, 2017, 2",2
55.886761,37.651277,"<div>2018-08-22: 5150000 | 5716500</div><p>г.москва,широкаяул.,д.8,кор.2,2ком., пл. 37.4, кв. 114</p>","5.716.500, 2018, 1",2
55.757339,37.543156,"<div>2019-03-27: 8507000 | 9953190</div><p>г.москва,шмитовскийпроезд,д.18,2ком., пл. 37.1, кв. 51</p>","9.953.190, 2019, 1",2
55.882818,37.653586,"<div>2017-09-20: 4338000 | 4338000</div><div>2017-07-12: 4663000 | Не продано</div><div>2017-05-17: 4663000 | Не продано</div><p>г.москва,шокальскогопр-д,д.45,кор.2,1ком., пл. 33.8, кв. 143</p>","4.338.000, 2017, 3",1
55.875016,37.647657,"<div>2017-01-21: 4664000 | 4710640</div><p>г.москва,шокальскогопр.,д.10,1ком., пл. 34.9, кв. 151</p>","4.710.640, 2017, 1",1
55.872799,37.648986,"<div>2017-09-20: 4547000 | 4547000</div><div>2017-07-12: 5245000 | Не продано</div><p>г.москва,шокальскогопр.,д.2а,1ком., пл. 32.8, кв. 187</p>","4.547.000, 2017, 2",1
55.872799,37.648986,"<div>2017-05-17: 5245000 | Не продано</div><p>г.москва,шокальскогопр.,д.2а,1ком., пл. 35.8, кв. 187</p>","Не продано, 2017, 1",1
55.874006,37.64392,"<div>2018-02-21: 5358000 | 5358000</div><div>2017-11-08: 6148000 | Не продано</div><div>2017-09-13: 6148000 | Не продано</div><p>г.москва,шокальскогопр.,д.5,1ком., пл. 37.9, кв. 85</p>","5.358.000, 2018, 3",1
55.64098,37.346973,"<div>2018-11-14: 5284000 | 5389680</div><p>г.москва,шолоховаул.,д.13,1ком., пл. 39.1, кв. 80</p>","5.389.680, 2018, 1",1
55.671077,37.719037,"<div>2017-10-25: 3536000 | 3854240</div><p>г.москва,шоссейнаяул.,д.76,1ком., пл. 33.4, кв. 34</p>","3.854.240, 2017, 1",1
55.708039,37.778775,"<div>2018-04-04: 4716000 | 5564880</div><p>г.москва,шумиловаул.,д.13,кор.2,2ком., пл. 38.5, кв. 87</p>","5.564.880, 2018, 1",2
55.867915,37.68756,"<div>2018-04-04: 4382000 | 4382000</div><div>2017-12-20: 4456000 | Не продано</div><div>2017-10-11: 4456000 | Не продано</div><p>г.москва,шушенскаяул.,д.3,кор.1,1ком., пл. 30.7, кв. 12</p>","4.382.000, 2018, 3",1
55.782825,37.726089,"<div>2017-11-08: 5215000 | 5319300</div><div>2017-08-09: 5855000 | Не продано</div><div>2017-06-21: 5855000 | Не продано</div><div>2017-04-07: 6398000 | Не продано</div><div>2017-02-17: 6398000 | Не продано</div><p>г.москва,щербаковскаяул.,д.7,1ком., пл. 35.7, кв. 41</p>","5.319.300, 2017, 5",1
55.782835,37.727059,"<div>2019-08-28: 6810000 | 7150500</div><p>г.москва,щербаковскаяул.,д.9,1ком., пл. 33.3, кв. 99</p>","7.150.500, 2019, 1",1
55.53182,37.516889,"<div>2018-05-23: 4103000 | 4349180</div><p>г.москва,южнобутовскаяул.,д.121,1ком., пл. 35.3, кв. 177</p>","4.349.180, 2018, 1",1
55.53182,37.516889,"<div>2017-11-29: 3576000 | 3826320</div><div>2017-09-13: 3918000 | Не продано</div><div>2017-07-26: 3918000 | Не продано</div><div>2017-05-31: 3918000 | Не продано</div><p>г.москва,южнобутовскаяул.,д.121,1ком., пл. 35.5, кв. 42</p>","3.826.320, 2017, 4",1
55.539431,37.54003,"<div>2018-07-25: 4074000 | 4074000</div><div>2018-05-23: 4074000 | Не продано</div><p>г.москва,южнобутовскаяул.,д.25,кор.2,1ком., пл. 27.7, кв. 64</p>","4.074.000, 2018, 2",1
55.537821,37.529394,"<div>2017-08-23: 4246000 | 4585680</div><p>г.москва,южнобутовскаяул.,д.56,кор.1,1ком., пл. 40.0, кв. 34</p>","4.585.680, 2017, 1",1
55.699289,37.74525,"<div>2018-06-20: 6353000 | 7496540</div><p>г.москва,юныхленинцевул.,д.18,кор.2,2ком., пл. 50.2, кв. 12</p>","7.496.540, 2018, 1",2
55.823075,37.580463,"<div>2017-05-17: 3953000 | 5020310</div><div>2017-01-21: 5001000 | Не продано</div><p>г.москва,яблочковаул.,д.24,кор.1,2ком., пл. 36.8, кв. 6</p>","5.020.310, 2017, 2",2
55.825001,37.577561,"<div>2018-10-10: 6265000 | 6265000</div><p>г.москва,яблочковаул.,д.35а,1ком., пл. 34.0, кв. 30</p>","6.265.000, 2018, 1",1
55.57579,37.673834,"<div>2017-06-07: 4735000 | Не продано</div><div>2017-04-07: 4735000 | Не продано</div><p>г.москва,ягоднаяул.,д.8,кор.2,1ком., пл. 36.1, кв. 158</p>","Не продано, 2017, 2",1
55.86162,37.696705,"<div>2017-12-20: 4322000 | 5013520</div><p>г.москва,ярославскоеш.,д.34,1ком., пл. 42.4, кв. 139</p>","5.013.520, 2017, 1",1
55.86162,37.696705,"<div>2017-10-11: 5385000 | Не продано</div><div>2017-08-09: 5385000 | Не продано</div><div>2017-05-17: 6392000 | Не продано</div><div>2017-03-17: 6392000 | Не продано</div><div>2017-01-21: 6392000 | Не продано</div><p>г.москва,ярославскоеш.,д.34,1ком., пл. 43.8, кв. 139</p>","Не продано, 2017, 5",1
55.863929,37.696346,"<div>2018-04-04: 4058000 | 4707280</div><p>г.москва,ярославскоеш.,д.59,1ком., пл. 34.7, кв. 74</p>","4.707.280, 2018, 1",1
55.833006,37.684703,"<div>2017-10-11: 3282000 | 3675840</div><p>г.москва,яузскаяаллея,д.4,1ком., пл. 30.1, кв. 5</p>","3.675.840, 2017, 1",1
55.720205,37.789366,"<div>2020-01-29: 5044000 | 6002360</div><p>москва,ул.паперника,д.6,кор.1,1ком., пл. 32.9, кв. 36</p>","6.002.360, 2020, 1",1
